Link: https://vaxxter.com/new-study-proves-flu-shots-are-a-scam/
Facebook Interactions,Facebook Reactions,Facebook Shares,Facebook Comments
0,0,0,0,,

Source,Followers,Date,Interactions,Post Type,Link
Dr. Tenpenny on Vaccines and Current Events,209897,Sun Jan 29 2017 20:14:00 GMT+0100 (CET),5167,Facebook,https://www.facebook.com/vaccineinfo/posts/10154902407605891
Dr. Tenpenny on Vaccines and Current Events,221018,Wed Sep 06 2017 21:08:00 GMT+0200 (CEST),1243,Facebook,https://www.facebook.com/vaccineinfo/posts/10155637848835891
Dr. Tenpenny on Vaccines and Current Events,209821,Wed Feb 01 2017 22:52:00 GMT+0100 (CET),945,Facebook,https://www.facebook.com/vaccineinfo/posts/10154902471790891
Dr. Tenpenny on Vaccines and Current Events,209808,Sun Feb 05 2017 12:57:00 GMT+0100 (CET),408,Facebook,https://www.facebook.com/vaccineinfo/posts/10154902481840891
Illumi-Leaks,0,Wed Feb 01 2017 23:32:52 GMT+0100 (CET),255,Facebook,https://www.facebook.com/IllumiLeaks/posts/769462683210926
Certified Health Nut,19356,Tue Jan 31 2017 23:54:16 GMT+0100 (CET),99,Facebook,https://www.facebook.com/chn333/posts/1436109269734548
Dr Sherri Tenpenny,6777,Wed Feb 01 2017 22:52:03 GMT+0100 (CET),50,Twitter,https://twitter.com/BusyDrT/status/826911014742396928
Dr Sherri Tenpenny,7971,Wed Sep 06 2017 21:08:03 GMT+0200 (CEST),35,Twitter,https://twitter.com/BusyDrT/status/905507907344707584
Dr Sherri Tenpenny,6772,Sun Jan 29 2017 20:14:04 GMT+0100 (CET),28,Twitter,https://twitter.com/BusyDrT/status/825784091161137152
Dr Sherri Tenpenny,6804,Sun Feb 05 2017 12:57:03 GMT+0100 (CET),27,Twitter,https://twitter.com/BusyDrT/status/828210827962355713
Uniquely Anaconda Politics,0,Sun Jan 29 2017 20:21:37 GMT+0100 (CET),2,Facebook,https://www.facebook.com/groups/1556017141320547/permalink/1839382272984031
Arnica - Parents' Support Network  Promoting Natural Immunity,0,Sun Jan 29 2017 23:26:21 GMT+0100 (CET),2,Facebook,https://www.facebook.com/groups/98258276788/permalink/10155059692821789
Arnica - Parents' Support Network  Promoting Natural Immunity,0,Mon Jan 30 2017 14:16:52 GMT+0100 (CET),1,Facebook,https://www.facebook.com/groups/98258276788/permalink/10155061603166789
