Link: https://yournewswire.com/six-month-old-baby-left-brain-damaged-after-receiving-8-vaccine-doses/
Facebook Interactions,Facebook Reactions,Facebook Shares,Facebook Comments
0,0,0,0,,

Source,Followers,Date,Interactions,Post Type,Link
The People's Voice,605839,Sat Jul 23 2016 01:40:00 GMT+0200 (CEST),1468,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/687123008101810
The People's Voice,590307,Sat Jun 04 2016 21:00:01 GMT+0200 (CEST),1127,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/662245690589542
The People's Voice,570944,Tue Apr 26 2016 16:40:01 GMT+0200 (CEST),948,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/642790399201738
The People's Voice,609756,Sat Aug 06 2016 03:40:00 GMT+0200 (CEST),846,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/694489034031874
The People's Voice,642072,Mon Oct 03 2016 10:40:00 GMT+0200 (CEST),821,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/728304570650320
The People's Voice,628416,Sat Sep 03 2016 22:40:07 GMT+0200 (CEST),742,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/710896632391114
The People's Voice,583308,Thu May 12 2016 01:00:00 GMT+0200 (CEST),681,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/650678895079555
The People's Voice,603931,Sun Jul 17 2016 21:42:15 GMT+0200 (CEST),628,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/684308248383286
The People's Voice,584706,Tue May 17 2016 06:40:00 GMT+0200 (CEST),559,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/653074491506662
The People's Voice,575056,Sat Apr 30 2016 05:20:00 GMT+0200 (CEST),437,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/644747125672732
The People's Voice,595454,Sun Jun 19 2016 15:40:01 GMT+0200 (CEST),340,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/669465483200896
The People's Voice,570944,Wed Apr 27 2016 07:20:00 GMT+0200 (CEST),292,Facebook,https://www.facebook.com/thepeoplesvoicetv/posts/643276065819838
Your News Wire,0,Tue Apr 26 2016 08:00:01 GMT+0200 (CEST),285,Facebook,https://www.facebook.com/yournewswire/posts/1677876275810262
Anonymous The World is Ours,77467,Tue Apr 26 2016 15:38:13 GMT+0200 (CEST),113,Facebook,https://www.facebook.com/ATWIO/posts/1091472500873957
Anonymous -The Hive - We Do Not Forget We are Anonymous Expect Us,0,Mon Jun 06 2016 04:33:49 GMT+0200 (CEST),109,Facebook,https://www.facebook.com/Anonymous.Legion.World/posts/1053055914780946
Anonymous The World is Ours,148080,Sun Sep 04 2016 02:09:16 GMT+0200 (CEST),91,Facebook,https://www.facebook.com/ATWIO/posts/1181972275157312
National Health Federation,4766,Tue Jun 07 2016 08:57:42 GMT+0200 (CEST),86,Facebook,https://www.facebook.com/nationalhealthfederation/posts/1188905214474837
Anonymous Around The World,0,Sat Aug 06 2016 20:06:11 GMT+0200 (CEST),64,Facebook,https://www.facebook.com/anonymousaroundtheworld/posts/650282245123498
Anonymous -The Hive - We Do Not Forget We are Anonymous Expect Us,0,Wed Apr 27 2016 07:26:14 GMT+0200 (CEST),54,Facebook,https://www.facebook.com/Anonymous.Legion.World/posts/1028770507209487
Anonymous The World is Ours,81131,Tue May 17 2016 14:23:41 GMT+0200 (CEST),34,Facebook,https://www.facebook.com/ATWIO/posts/1104729446214929
Anonymous The World is Ours,80539,Thu May 12 2016 22:27:40 GMT+0200 (CEST),28,Facebook,https://www.facebook.com/ATWIO/posts/1101779869843220
TheAnonNews,81005,Tue Apr 26 2016 04:31:47 GMT+0200 (CEST),18,Facebook,https://www.facebook.com/TheAnonNews/posts/1076190635786725
"DESTEPTAREA ROMANI   PANA NU E PREA TARZIU !!! ",0,Thu May 12 2016 18:47:46 GMT+0200 (CEST),7,Facebook,https://www.facebook.com/groups/166603907035723/permalink/245084772520969
CRUELTY OF NOYNOY "ABNOY" AQUINO AND HIS GOVERNMENT,0,Tue Jun 07 2016 14:59:58 GMT+0200 (CEST),3,Facebook,https://www.facebook.com/groups/1444892222391245/permalink/1741131192767345
Robert A Adjutant,2939,Sun Jun 05 2016 22:23:36 GMT+0200 (CEST),0,Twitter,https://twitter.com/wizardQi/status/739553276467679232
තුලාව (justice),0,Tue Apr 26 2016 17:07:59 GMT+0200 (CEST),0,Facebook,https://www.facebook.com/groups/857123554311676/permalink/1190958020928226
