Link: http://www.stopmandatoryvaccination.com/parent/vaccine-injury/eight-week-old-infant-dies-receiving-7-vaccines
Facebook Interactions,Facebook Reactions,Facebook Shares,Facebook Comments
20956,13814,3371,3771,,

Source,Followers,Date,Interactions,Post Type,Link
Stop Mandatory Vaccination,0,Mon Aug 15 2016 16:37:01 GMT+0200 (CEST),2069,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/853594314772895
Stop Mandatory Vaccination,0,Tue Aug 16 2016 04:02:00 GMT+0200 (CEST),1820,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/854034088062251
Stop Mandatory Vaccination,0,Fri Sep 16 2016 21:09:01 GMT+0200 (CEST),1545,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/871940742938252
Stop Mandatory Vaccination,93032,Wed Dec 06 2017 16:06:01 GMT+0100 (CET),1028,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1158082264324097
Stop Mandatory Vaccination,77441,Sun Aug 20 2017 00:08:00 GMT+0200 (CEST),899,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1101548689977455
Stop Mandatory Vaccination,49295,Wed May 03 2017 06:51:56 GMT+0200 (CEST),886,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1027556457376679
Stop Mandatory Vaccination,58957,Thu Jun 15 2017 06:27:00 GMT+0200 (CEST),783,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1049517935180531
Stop Mandatory Vaccination,83118,Sun Oct 15 2017 02:45:02 GMT+0200 (CEST),626,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1133620486770275
Stop Mandatory Vaccination,0,Wed Oct 05 2016 02:36:15 GMT+0200 (CEST),600,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/883630798435913
Stop Mandatory Vaccination,52854,Fri May 26 2017 00:00:00 GMT+0200 (CEST),571,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1041582935974031
Vaccination Information Network (VINE),123998,Tue Aug 16 2016 02:53:14 GMT+0200 (CEST),559,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155063018268998
Stop Mandatory Vaccination,40411,Sun Feb 19 2017 01:00:00 GMT+0100 (CET),520,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/974382772694048
Stop Mandatory Vaccination,44596,Sat Apr 01 2017 22:56:00 GMT+0200 (CEST),516,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/992650430867282
Stop Mandatory Vaccination,0,Mon Dec 05 2016 18:15:01 GMT+0100 (CET),510,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/920533228079003
Stop Mandatory Vaccination,81268,Wed Sep 27 2017 16:01:44 GMT+0200 (CEST),506,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1123717564427234
Stop Mandatory Vaccination,66286,Fri Jul 07 2017 17:48:01 GMT+0200 (CEST),505,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1067597006705957
Stop Mandatory Vaccination,84887,Wed Oct 25 2017 02:00:17 GMT+0200 (CEST),394,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1139844479481209
Stop Mandatory Vaccination,46965,Thu Apr 20 2017 05:30:00 GMT+0200 (CEST),380,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1018497654949226
Stop Mandatory Vaccination,101350,Fri Jan 19 2018 20:00:00 GMT+0100 (CET),364,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1182687751863548
Stop Mandatory Vaccination,97530,Thu Jan 04 2018 15:47:00 GMT+0100 (CET),314,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1173627282769595
Stop Mandatory Vaccination,0,Sat Nov 05 2016 21:00:00 GMT+0100 (CET),292,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/887125794753080
Vaccination Information Network (VINE),129240,Tue Dec 06 2016 18:15:15 GMT+0100 (CET),284,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155415026083998
Stop Mandatory Vaccination,80197,Tue Sep 12 2017 04:00:16 GMT+0200 (CEST),251,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1114925591973098
Stop Mandatory Vaccination,0,Fri Jan 06 2017 07:46:00 GMT+0100 (CET),242,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/920566574742335
Vaccination Information Network (VINE),127830,Sat Nov 05 2016 21:00:00 GMT+0100 (CET),226,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155247058183998
Vaccination Information Network (VINE),131547,Mon Feb 20 2017 01:00:00 GMT+0100 (CET),220,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155724374968998
Stop Mandatory Vaccination,64046,Mon Jun 26 2017 06:00:00 GMT+0200 (CEST),217,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1057236234408701
Vaccination Information Network (VINE),126982,Mon Oct 10 2016 22:39:50 GMT+0200 (CEST),207,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155246436088998
Vaccination Information Network (VINE),133533,Fri Apr 14 2017 00:48:00 GMT+0200 (CEST),163,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155926011913998
Stop Mandatory Vaccination,45498,Sun Apr 09 2017 19:38:00 GMT+0200 (CEST),140,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/1009006109231714
Vaccination Information Network (VINE),130272,Fri Jan 06 2017 19:46:00 GMT+0100 (CET),138,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155415174643998
Vaccination Information Network (VINE),131760,Sun Feb 26 2017 22:00:02 GMT+0100 (CET),129,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155724376578998
Stop Mandatory Vaccination,41062,Sat Feb 25 2017 22:00:00 GMT+0100 (CET),121,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/974382982694027
Stop Mandatory Vaccination,41578,Sun Mar 05 2017 03:01:00 GMT+0100 (CET),105,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/974384206027238
Stop Mandatory Vaccination,0,Sun Sep 18 2016 21:54:00 GMT+0200 (CEST),96,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/859183170880676
Stop Mandatory Vaccination,0,Tue Aug 16 2016 21:26:09 GMT+0200 (CEST),92,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/854456874686639
Vaccination Information Network (VINE),130387,Mon Jan 09 2017 22:54:00 GMT+0100 (CET),74,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155571345213998
Stop Mandatory Vaccination,0,Fri Jan 27 2017 19:58:02 GMT+0100 (CET),64,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/959675860831406
Stop Mandatory Vaccination,0,Sun Jan 08 2017 22:54:00 GMT+0100 (CET),59,Facebook,https://www.facebook.com/StopMandatoryVaccinationNow/posts/947389732060019
Vaccination Information Network (VINE),131917,Mon Mar 06 2017 01:01:00 GMT+0100 (CET),59,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155724379598998
Vaccination Information Network (VINE),131022,Sat Jan 28 2017 19:58:00 GMT+0100 (CET),31,Facebook,https://www.facebook.com/vaccinationinformationnetwork/posts/10155645077263998
Let's help make Jeremy Corbyn Prime Minister,19788,Sun Oct 15 2017 18:23:47 GMT+0200 (CEST),16,Facebook,https://www.facebook.com/groups/790834047702217/permalink/1473889356063346
Donald Trump For President,23338,Sat Jul 08 2017 20:09:34 GMT+0200 (CEST),2,Facebook,https://www.facebook.com/groups/841862635902649/permalink/1397186427036931
Diddy McC,1061,Sun Aug 20 2017 03:07:53 GMT+0200 (CEST),0,Twitter,https://twitter.com/diddymcc/status/899075482339205121
Robert A Adjutant,3213,Mon Aug 21 2017 01:24:12 GMT+0200 (CEST),0,Twitter,https://twitter.com/wizardQi/status/899411776038686720
Robert A Adjutant,3213,Mon Aug 21 2017 01:53:42 GMT+0200 (CEST),0,Twitter,https://twitter.com/wizardQi/status/899419199440691200
